source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,samp_collect_device,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,rep_check,replicate,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMOBON_HCMR-2_2_Ha_221117_231121_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,1,MF,2,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_80
EMOBON_HCMR-2_2_Ha_221117_231121_MF90_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2022-11-17 collected on 2023-11-21. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2022-11-17 00:00:00,2023-11-21 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_221117_231121,Yes,DESS,Thanos Dailianis,,4,,3,MF,90,,ARMS Handbook v3.1,,2023-11-21 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_81
EMOBON_HCMR-1_2_20230928_20241219_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_82
EMOBON_HCMR-1_2_20230928_20241219_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_83
EMOBON_HCMR-1_2_20230928_20241219_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_84
EMOBON_HCMR-1_2_20230928_20241219_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_85
EMOBON_HCMR-1_2_20230928_20241219_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_86
EMOBON_HCMR-1_2_20230928_20241219_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_87
EMOBON_HCMR-1_2_20230928_20241219_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_88
EMOBON_HCMR-1_2_20230928_20241219_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,2,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_89
EMOBON_HCMR-1_2_20230928_20241219_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_2,EMOBON_HCMR-1_2_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,3,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_90
EMOBON_HCMR-1_1_20230928_20241219_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_91
EMOBON_HCMR-1_1_20230928_20241219_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_92
EMOBON_HCMR-1_1_20230928_20241219_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_93
EMOBON_HCMR-1_1_20230928_20241219_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_94
EMOBON_HCMR-1_1_20230928_20241219_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_95
EMOBON_HCMR-1_1_20230928_20241219_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,2,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_96
EMOBON_HCMR-1_1_20230928_20241219_MF2_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,2,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_97
EMOBON_HCMR-1_1_20230928_20241219_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_98
EMOBON_HCMR-1_1_20230928_20241219_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_99
EMOBON_HCMR-1_1_20230928_20241219_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,3,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_100
EMOBON_HCMR-1_1_20230928_20241219_SF45_4,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_1,EMOBON_HCMR-1_1_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,4,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_101
EMOBON_HCMR-1_3_20230928_20241219_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_102
EMOBON_HCMR-1_3_20230928_20241219_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_103
EMOBON_HCMR-1_3_20230928_20241219_MF90_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_104
EMOBON_HCMR-1_3_20230928_20241219_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_105
EMOBON_HCMR-1_3_20230928_20241219_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_106
EMOBON_HCMR-1_3_20230928_20241219_MF2_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF2um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,1,MF,2,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_107
EMOBON_HCMR-1_3_20230928_20241219_SF45_3,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,3,SF,45,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_108
EMOBON_HCMR-1_3_20230928_20241219_MF90_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF90um,256318,metagenome,metagenome,sieved biomass derived from motile communities present in the retrieval tub of an autonomous reef monitoring structure [ENVO:01001892],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,90,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_109
EMOBON_HCMR-1_3_20230928_20241219_MF500_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-09-28 collected on 2024-12-19. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-09-28 00:00:00,2024-12-19 00:00:00,HCMR-1_3,EMOBON_HCMR-1_3_Ha_20230928_20241219,Yes,DESS,Thanos Dailianis,,21,,2,MF,500,,ARMS Handbook v3.1,,2024-12-19 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,,EMOBON_HCMR-1_Ha_110
EMOBON_HCMR-2_2_20231230_20241210_Blank_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction blankum,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,blank_1,blank,,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_111
EMOBON_HCMR-2_2_20231230_20241210_SF45_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_112
EMOBON_HCMR-2_2_20231230_20241210_SF45_2,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction SF45um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,2,SF,45,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; to be returned in person,,EMOBON_HCMR-1_Ha_113
EMOBON_HCMR-2_2_20231230_20241210_MF500_1,EMOBON metagenome  sample from station HCMR-1. ARMS deployed on 2023-12-30 collected on 2024-12-10. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-12-30 00:00:00,2024-12-10 00:00:00,HCMR-2_2,EMOBON_HCMR-2_2_Ha_20231230_20241210,Yes,DESS,Thanos Dailianis,,4,,1,MF,500,,ARMS Handbook v3.1,,2024-12-10 00:00:00,"HCMR, basement, freezer  ",-20,Emmanouela Vernadou,,,,Yes,No,2025-02-17 00:00:00,2025-02-17 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_HCMR-1_Ha_114
